#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=sy,,,
#,,,
date,country,users,frac
9/23/19,sy,29,67
9/24/19,sy,24,62
9/25/19,sy,24,59
9/26/19,sy,26,65
9/27/19,sy,29,69
9/28/19,sy,26,68
9/29/19,sy,21,67
9/30/19,sy,22,71
10/1/19,sy,26,71
10/2/19,sy,23,70
10/3/19,sy,27,60
10/4/19,sy,26,67
10/5/19,sy,27,67
10/6/19,sy,23,66
10/7/19,sy,30,66
10/8/19,sy,29,68
10/9/19,sy,32,66
10/10/19,sy,25,67
10/11/19,sy,24,68
10/12/19,sy,24,68
10/13/19,sy,21,70
10/14/19,sy,16,71
10/15/19,sy,16,71
10/16/19,sy,18,73
10/17/19,sy,12,70
10/18/19,sy,19,70
10/19/19,sy,23,72
10/20/19,sy,29,63
10/21/19,sy,43,65
10/22/19,sy,32,66
10/23/19,sy,28,65
10/24/19,sy,27,65
10/25/19,sy,19,63
10/26/19,sy,23,63
10/27/19,sy,22,66
10/28/19,sy,22,69
10/29/19,sy,19,66
10/30/19,sy,26,64
10/31/19,sy,27,61
11/1/19,sy,23,61
11/2/19,sy,24,61
11/3/19,sy,23,59
11/4/19,sy,26,57
11/5/19,sy,21,60
11/6/19,sy,22,58
11/7/19,sy,23,57
11/8/19,sy,25,56
11/9/19,sy,28,56
11/10/19,sy,24,54
11/11/19,sy,35,56
11/12/19,sy,33,78
11/13/19,sy,25,63
11/14/19,sy,13,51
11/15/19,sy,25,56
11/16/19,sy,19,85
11/17/19,sy,15,71
11/18/19,sy,13,73
11/19/19,sy,16,62
11/20/19,sy,13,73
11/21/19,sy,14,75
