#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=jo,,,
#,,,
date,country,users,frac
10/5/18,jo,69,74
10/6/18,jo,76,75
10/7/18,jo,79,75
10/8/18,jo,78,75
10/9/18,jo,74,75
10/10/18,jo,67,74
10/11/18,jo,64,73
10/12/18,jo,51,72
10/13/18,jo,65,73
10/14/18,jo,73,72
10/15/18,jo,74,71
10/16/18,jo,77,65
10/17/18,jo,73,70
10/18/18,jo,82,60
10/19/18,jo,93,45
10/20/18,jo,104,48
10/21/18,jo,94,53
10/22/18,jo,81,68
10/23/18,jo,91,51
10/24/18,jo,58,68
10/25/18,jo,63,74
10/26/18,jo,54,73
10/27/18,jo,61,69
10/28/18,jo,64,71
10/29/18,jo,69,71
10/30/18,jo,63,69
10/31/18,jo,58,71
11/1/18,jo,61,65
11/2/18,jo,58,66
11/3/18,jo,61,67
11/4/18,jo,61,65
11/5/18,jo,55,67
11/6/18,jo,59,67
11/7/18,jo,65,68
11/8/18,jo,60,69
11/9/18,jo,64,68
11/10/18,jo,63,69
11/11/18,jo,68,70
11/12/18,jo,62,71
11/13/18,jo,65,70
11/14/18,jo,60,68
11/15/18,jo,55,69
11/16/18,jo,55,67
11/17/18,jo,59,69
11/18/18,jo,58,68
11/19/18,jo,65,67
11/20/18,jo,61,65
11/21/18,jo,67,63
11/22/18,jo,65,64
11/23/18,jo,59,62
11/24/18,jo,63,61
11/25/18,jo,64,61
11/26/18,jo,60,61
11/27/18,jo,65,59
11/28/18,jo,63,62
11/29/18,jo,57,63
11/30/18,jo,51,62
12/1/18,jo,63,58
12/2/18,jo,82,59
12/3/18,jo,80,61
12/4/18,jo,74,61
12/5/18,jo,69,56
12/6/18,jo,62,58
12/7/18,jo,57,59
12/8/18,jo,64,56
12/9/18,jo,63,56
12/10/18,jo,60,56
12/11/18,jo,62,55
12/12/18,jo,60,54
12/13/18,jo,63,57
12/14/18,jo,61,57
12/15/18,jo,63,55
12/16/18,jo,70,54
12/17/18,jo,76,47
12/18/18,jo,68,56
12/19/18,jo,59,58
12/20/18,jo,61,56
12/21/18,jo,50,54
12/22/18,jo,62,53
12/23/18,jo,58,55
12/24/18,jo,67,55
12/25/18,jo,63,56
12/26/18,jo,66,57
12/27/18,jo,60,56
12/28/18,jo,63,55
12/29/18,jo,70,54
12/30/18,jo,59,62
12/31/18,jo,49,63
1/1/19,jo,58,61
1/2/19,jo,63,65
1/3/19,jo,57,69
1/4/19,jo,46,73
1/5/19,jo,48,73
1/6/19,jo,52,69
1/7/19,jo,62,76
1/8/19,jo,61,76
1/9/19,jo,63,70
1/10/19,jo,61,78
1/11/19,jo,52,71
1/12/19,jo,61,65
1/13/19,jo,53,69
1/14/19,jo,51,66
1/15/19,jo,56,66
1/16/19,jo,55,69
1/17/19,jo,51,70
1/18/19,jo,50,68
1/19/19,jo,58,68
1/20/19,jo,72,64
1/21/19,jo,63,59
1/22/19,jo,53,66
1/23/19,jo,52,65
1/24/19,jo,42,61
1/25/19,jo,41,63
1/26/19,jo,43,67
1/27/19,jo,48,68
1/28/19,jo,50,70
1/29/19,jo,52,68
1/30/19,jo,43,61
1/31/19,jo,43,71
2/1/19,jo,37,68
2/2/19,jo,58,68
2/3/19,jo,44,97
2/4/19,jo,62,68
2/5/19,jo,60,68
2/6/19,jo,58,67
2/7/19,jo,62,67
2/8/19,jo,55,67
2/9/19,jo,65,65
2/10/19,jo,57,64
2/11/19,jo,49,65
2/12/19,jo,53,66
2/13/19,jo,49,68
2/14/19,jo,44,69
2/15/19,jo,46,70
2/16/19,jo,48,69
2/17/19,jo,50,66
2/18/19,jo,57,57
2/19/19,jo,56,69
2/20/19,jo,58,67
2/21/19,jo,50,68
2/22/19,jo,49,69
2/23/19,jo,52,69
2/24/19,jo,47,68
2/25/19,jo,48,69
2/26/19,jo,50,66
2/27/19,jo,54,67
2/28/19,jo,50,66
3/1/19,jo,48,65
3/2/19,jo,53,65
3/3/19,jo,53,67
3/4/19,jo,50,68
3/5/19,jo,45,71
3/6/19,jo,48,70
3/7/19,jo,49,69
3/8/19,jo,42,68
3/9/19,jo,51,60
3/10/19,jo,54,58
3/11/19,jo,48,60
3/12/19,jo,52,60
3/13/19,jo,61,58
3/14/19,jo,47,56
3/15/19,jo,49,66
3/16/19,jo,62,67
3/17/19,jo,63,66
3/18/19,jo,66,65
3/19/19,jo,60,65
3/20/19,jo,52,64
3/21/19,jo,46,63
3/22/19,jo,39,66
3/23/19,jo,51,65
3/24/19,jo,51,64
3/25/19,jo,54,64
3/26/19,jo,54,61
3/27/19,jo,46,64
3/28/19,jo,49,63
3/29/19,jo,46,63
3/30/19,jo,53,63
3/31/19,jo,53,63
4/1/19,jo,52,63
4/2/19,jo,49,63
4/3/19,jo,49,61
4/4/19,jo,45,59
4/5/19,jo,45,62
4/6/19,jo,53,59
4/7/19,jo,52,53
